ID	position	person	department	year	team
17119	Special Teams	Brad Seely	defensive coaches	1999	New_England_Patriots
17120	special teams coaching assistant	mark jackson	defensive coaches	1999	New_England_Patriots
17121	Strength and Conditioning	Johnny Parker	special teams coaches	1999	New_England_Patriots
17122	President	Ralph Wilson	front office	1999	Buffalo_Bills
17123	Executive Vice President/General Manager	John Butler	front office	1999	Buffalo_Bills
17124	Vice President of Football Operations	Wade Phillips	front office	1999	Buffalo_Bills
17125	Director of Pro Personnel	A.J. Smith	front office	1999	Buffalo_Bills
17126	director of player personnel	dwight adams	front office	1999	Buffalo_Bills
17127	Head Coach	Wade Phillips	head coaches	1999	Buffalo_Bills
17128	assistant to the head coach	max bowman	head coaches	1999	Buffalo_Bills
17129	Offensive Coordinator	Joe Pendry	offensive coaches	1999	Buffalo_Bills
17130	Quarterbacks	Turk Schonert	offensive coaches	1999	Buffalo_Bills
17131	Running Backs	Bishop Harris	offensive coaches	1999	Buffalo_Bills
17132	Receivers	Charlie Joiner	offensive coaches	1999	Buffalo_Bills
17133	Tight Ends	Max Bowman	offensive coaches	1999	Buffalo_Bills
17134	Offensive Line	Carl Mauck	offensive coaches	1999	Buffalo_Bills
17135	Offensive Quality Control	Chris Dickson	offensive coaches	1999	Buffalo_Bills
17136	Defensive Coordinator	Ted Cottrell	strength and conditioning	1999	Buffalo_Bills
17137	Defensive Line	John Levra	strength and conditioning	1999	Buffalo_Bills
17138	Linebackers	Chuck Lester	strength and conditioning	1999	Buffalo_Bills
17139	defensive backs	bill bradley	strength and conditioning	1999	Buffalo_Bills
17140	special teams	bruce dehaven	defensive coaches	1999	Buffalo_Bills
17141	Strength and Conditioning Coordinator	Rusty Jones	special teams coaches	1999	Buffalo_Bills
17142	Owner and CEO	Art Modell	front office	1999	Baltimore_Ravens
17143	President and COO	David Modell	front office	1999	Baltimore_Ravens
17144	Vice President of Player Personnel	Ozzie Newsome	front office	1999	Baltimore_Ravens
17145	Director of College Scouting	Phil Savage	front office	1999	Baltimore_Ravens
17146	director of pro personnel	james harris	front office	1999	Baltimore_Ravens
17147	Head Coach	Brian Billick	head coaches	1999	Baltimore_Ravens
17148	assistant head coach	steve shafer	head coaches	1999	Baltimore_Ravens
17149	Offensive Coordinator/Quarterbacks	Matt Cavanaugh	offensive coaches	1999	Baltimore_Ravens
17150	Running Backs	Matt Simon	offensive coaches	1999	Baltimore_Ravens
17151	Wide Receivers	Milt Jackson	offensive coaches	1999	Baltimore_Ravens
17152	Tight Ends/Assistant Offensive Line	Wade Harman	offensive coaches	1999	Baltimore_Ravens
17153	Offensive Line	Jim Colletto	offensive coaches	1999	Baltimore_Ravens
17154	Defensive Coordinator	Marvin Lewis	strength and conditioning	1999	Baltimore_Ravens
17155	Defensive Line	Rex Ryan	strength and conditioning	1999	Baltimore_Ravens
17156	Linebackers	Jack Del Rio	strength and conditioning	1999	Baltimore_Ravens
17157	Defensive Backs	Steve Shafer	strength and conditioning	1999	Baltimore_Ravens
17158	Assistant Defensive Backs	Donnie Henderson	strength and conditioning	1999	Baltimore_Ravens
17159	defensive assistant	mike smith	strength and conditioning	1999	Baltimore_Ravens
17160	special teams	russ purnell	defensive coaches	1999	Baltimore_Ravens
17161	Strength and Conditioning	Jeff Friday	special teams coaches	1999	Baltimore_Ravens
17162	Assistant Strength and Conditioning	Chip Morton	special teams coaches	1999	Baltimore_Ravens
17163	president	mike brown	front office	1999	Cincinnati_Bengals
17164	Head Coach	Bruce Coslet	head coaches	1999	Cincinnati_Bengals
17165	assistant head coach/defensive coordinator	dick lebeau	head coaches	1999	Cincinnati_Bengals
17166	Offensive Coordinator	Ken Anderson	offensive coaches	1999	Cincinnati_Bengals
17167	Running Backs	Jim Anderson	offensive coaches	1999	Cincinnati_Bengals
17168	Wide Receivers	Steve Mooshagian	offensive coaches	1999	Cincinnati_Bengals
17169	Tight Ends	Frank Verducci	offensive coaches	1999	Cincinnati_Bengals
17170	Offensive Line	Paul Alexander	offensive coaches	1999	Cincinnati_Bengals
17171	Defensive Line	Tim Krumrie	strength and conditioning	1999	Cincinnati_Bengals
17172	Linebackers	Mark Duffner	strength and conditioning	1999	Cincinnati_Bengals
17173	Defensive Backs	Ray Horton	strength and conditioning	1999	Cincinnati_Bengals
17174	defensive staff assistant	louie cioffi	strength and conditioning	1999	Cincinnati_Bengals
17175	special teams	al roberts	defensive coaches	1999	Cincinnati_Bengals
17176	Strength and Conditioning	Kim Wood	special teams coaches	1999	Cincinnati_Bengals
17177	Owner and Chairman	Alfred Lerner	front office	1999	Cleveland_Browns
17178	President and Chief Executive Officer	Carmen Policy	front office	1999	Cleveland_Browns
17179	Executive Vice President/Director of Football Operations	Dwight Clark	front office	1999	Cleveland_Browns
17180	Executive Director of Player Personnel	Joe Collins	front office	1999	Cleveland_Browns
17181	Director of College Personnel	Phil Neri	front office	1999	Cleveland_Browns
17182	director of pro personnel	keith kidd	front office	1999	Cleveland_Browns
17183	head coach	chris palmer	head coaches	1999	Cleveland_Browns
17184	Quarterbacks	John Hufnagel	offensive coaches	1999	Cleveland_Browns
17185	Running Backs	Dick Portee	offensive coaches	1999	Cleveland_Browns
17186	Wide Receivers	Jerry Butler	offensive coaches	1999	Cleveland_Browns
17187	Tight Ends	Ray Perkins	offensive coaches	1999	Cleveland_Browns
17188	Offensive Line	Bob Palcic	offensive coaches	1999	Cleveland_Browns
17189	Offensive Quality Control	Tony Sparano	offensive coaches	1999	Cleveland_Browns
17190	Defensive Coordinator	Bob Slowik	strength and conditioning	1999	Cleveland_Browns
17191	Defensive Line	Clarence Brooks	strength and conditioning	1999	Cleveland_Browns
17192	Linebackers	Keith Butler	strength and conditioning	1999	Cleveland_Browns
17193	Defensive Backs	Jerry Holmes	strength and conditioning	1999	Cleveland_Browns
17194	defensive quality control	billy davis	strength and conditioning	1999	Cleveland_Browns
17195	Special Teams	Ken Whisenhunt	defensive coaches	1999	Cleveland_Browns
17196	special teams quality control	mark michaels	defensive coaches	1999	Cleveland_Browns
17197	Strength	Tim Jorgensen	special teams coaches	1999	Cleveland_Browns
17198	Assistant Strength	Aril Smith	special teams coaches	1999	Cleveland_Browns
17199	President	Daniel M. Rooney	front office	1999	Pittsburgh_Steelers
17200	Vice President and General Counsel	 Arthur J. Rooney II	front office	1999	Pittsburgh_Steelers
17201	Vice President	John R. McGinley	front office	1999	Pittsburgh_Steelers
17202	Vice President	Arthur J. Rooney, Jr.	front office	1999	Pittsburgh_Steelers
17203	Administration Advisor	Chuck Noll	front office	1999	Pittsburgh_Steelers
17204	Director of Business	Mark Hart	front office	1999	Pittsburgh_Steelers
17205	Business Relations Coordinator	Dan Ferens	front office	1999	Pittsburgh_Steelers
17206	Business Accounting Coordinator	Jim Ellenberger	front office	1999	Pittsburgh_Steelers
17207	Office/Ticket Coordinator	Geraldine Glenn	front office	1999	Pittsburgh_Steelers
17208	Accounting Manager	Jodie Spagnolli	front office	1999	Pittsburgh_Steelers
17209	Communications Coordinator	Ron Wahl	front office	1999	Pittsburgh_Steelers
17210	Public Relations/Media Manager	David Lockett	front office	1999	Pittsburgh_Steelers
17211	Website/Network Administrator	Kim Smith	front office	1999	Pittsburgh_Steelers
17212	Marketing Coordinator	Mark Fuhrman	front office	1999	Pittsburgh_Steelers
17213	Merchandising Manager	Tim Carey	front office	1999	Pittsburgh_Steelers
17214	Marketing Manager	Lynne Molyneaux	front office	1999	Pittsburgh_Steelers
17215	Luxury Suite Manager	Lisa Weinzetl	front office	1999	Pittsburgh_Steelers
17216	Ticket Manager	Brian Bonifate	front office	1999	Pittsburgh_Steelers
17217	Stadium Project Manager	Heidi Edwards	front office	1999	Pittsburgh_Steelers
17218	Football Operations	NA	front office	1999	Pittsburgh_Steelers
17219	Director of Football Operations	Tom Donahoe	front office	1999	Pittsburgh_Steelers
17220	College Scouting Coordinator	Max McCartney	front office	1999	Pittsburgh_Steelers
17221	Pro Personnel Coordinator	Doug Whaley	front office	1999	Pittsburgh_Steelers
17222	College Scout	Mark Gorscak	front office	1999	Pittsburgh_Steelers
17223	College Scout	Phil Kreidler	front office	1999	Pittsburgh_Steelers
17224	College Scout	Bob Lane	front office	1999	Pittsburgh_Steelers
17225	College Scout	Dan Rooney	front office	1999	Pittsburgh_Steelers
17226	college scout	bill schieder	front office	1999	Pittsburgh_Steelers
17227	head coach	bill cowher	head coaches	1999	Pittsburgh_Steelers
17228	Offensive Coordinator	Kevin Gilbride	offensive coaches	1999	Pittsburgh_Steelers
17229	Wide Receivers	Bob Bratkowski	offensive coaches	1999	Pittsburgh_Steelers
17230	Running Backs	Dick Hoak	offensive coaches	1999	Pittsburgh_Steelers
17231	Tight Ends	Mike Mularkey	offensive coaches	1999	Pittsburgh_Steelers
17232	Offensive Line	Kent Stephenson	offensive coaches	1999	Pittsburgh_Steelers
17233	Defensive Coordinator	Jim Haslett	strength and conditioning	1999	Pittsburgh_Steelers
17234	Linebackers	Mike Archer	strength and conditioning	1999	Pittsburgh_Steelers
17235	Defensive Backs	Tim Lewis	strength and conditioning	1999	Pittsburgh_Steelers
17236	defensive line	john mitchell	strength and conditioning	1999	Pittsburgh_Steelers
17237	Special Teams	Jay Hayes	defensive coaches	1999	Pittsburgh_Steelers
17238	Administrative Assistant	Lou Spanos	defensive coaches	1999	Pittsburgh_Steelers
17239	administrative assistant	mike miller	defensive coaches	1999	Pittsburgh_Steelers
17240	Conditioning Coordinator	Chet Fuhrman	special teams coaches	1999	Pittsburgh_Steelers
17241	Medical Staff	NA	special teams coaches	1999	Pittsburgh_Steelers
17242	Ophthalmologist	Dr. Randy Beatty	special teams coaches	1999	Pittsburgh_Steelers
17243	Physician, Orthopedic	Dr. James P. Bradley	special teams coaches	1999	Pittsburgh_Steelers
17244	Neurological Surgery Consultant	Dr. Joseph Maroon	special teams coaches	1999	Pittsburgh_Steelers
17245	Physician, M.D.	Dr. Richard Rydze	special teams coaches	1999	Pittsburgh_Steelers
17246	Physician, Consultant	Dr. Abraham J. Twerski	special teams coaches	1999	Pittsburgh_Steelers
17247	Physician, M.D.	Dr. Anthony P. Yates	special teams coaches	1999	Pittsburgh_Steelers
17248	Training Staff	NA	special teams coaches	1999	Pittsburgh_Steelers
17249	Head Trainer	John Norwig	special teams coaches	1999	Pittsburgh_Steelers
17250	Assistant Trainer	Ryan Grove	special teams coaches	1999	Pittsburgh_Steelers
17251	Football Staff	NA	special teams coaches	1999	Pittsburgh_Steelers
17252	Player Development Coordinator	Anthony Griggs	special teams coaches	1999	Pittsburgh_Steelers
17253	Equipment Manager - Rodgers Freyvogel	NA	special teams coaches	1999	Pittsburgh_Steelers
17254	Field Manager	Rich Baker	special teams coaches	1999	Pittsburgh_Steelers
17255	Field/Equipment Assistant	Paul Gallagher	special teams coaches	1999	Pittsburgh_Steelers
17256	Video Coordinator	Bob McCartney	special teams coaches	1999	Pittsburgh_Steelers
17257	Video Assistant	Andy Lizanich	special teams coaches	1999	Pittsburgh_Steelers
17258	Photographers	Mike Fabus, Mike Drazdzinski[2]	special teams coaches	1999	Pittsburgh_Steelers
17259	President	Daniel M. Rooney	front office	1999	Houston_Texans
17260	Vice President and General Counsel	 Arthur J. Rooney II	front office	1999	Houston_Texans
17261	Vice President	John R. McGinley	front office	1999	Houston_Texans
17262	Vice President	Arthur J. Rooney, Jr.	front office	1999	Houston_Texans
17263	Administration Advisor	Chuck Noll	front office	1999	Houston_Texans
17264	Director of Business	Mark Hart	front office	1999	Houston_Texans
17265	Business Relations Coordinator	Dan Ferens	front office	1999	Houston_Texans
17266	Business Accounting Coordinator	Jim Ellenberger	front office	1999	Houston_Texans
17267	Office/Ticket Coordinator	Geraldine Glenn	front office	1999	Houston_Texans
17268	Accounting Manager	Jodie Spagnolli	front office	1999	Houston_Texans
17269	Communications Coordinator	Ron Wahl	front office	1999	Houston_Texans
17270	Public Relations/Media Manager	David Lockett	front office	1999	Houston_Texans
17271	Website/Network Administrator	Kim Smith	front office	1999	Houston_Texans
17272	Marketing Coordinator	Mark Fuhrman	front office	1999	Houston_Texans
17273	Merchandising Manager	Tim Carey	front office	1999	Houston_Texans
17274	Marketing Manager	Lynne Molyneaux	front office	1999	Houston_Texans
17275	Luxury Suite Manager	Lisa Weinzetl	front office	1999	Houston_Texans
17276	Ticket Manager	Brian Bonifate	front office	1999	Houston_Texans
17277	Stadium Project Manager	Heidi Edwards	front office	1999	Houston_Texans
17278	Football Operations	NA	front office	1999	Houston_Texans
17279	Director of Football Operations	Tom Donahoe	front office	1999	Houston_Texans
17280	College Scouting Coordinator	Max McCartney	front office	1999	Houston_Texans
17281	Pro Personnel Coordinator	Doug Whaley	front office	1999	Houston_Texans
17282	College Scout	Mark Gorscak	front office	1999	Houston_Texans
17283	College Scout	Phil Kreidler	front office	1999	Houston_Texans
17284	College Scout	Bob Lane	front office	1999	Houston_Texans
17285	College Scout	Dan Rooney	front office	1999	Houston_Texans
17286	college scout	bill schieder	front office	1999	Houston_Texans
17287	head coach	bill cowher	head coaches	1999	Houston_Texans
17288	Offensive Coordinator	Kevin Gilbride	offensive coaches	1999	Houston_Texans
17289	Wide Receivers	Bob Bratkowski	offensive coaches	1999	Houston_Texans
17290	Running Backs	Dick Hoak	offensive coaches	1999	Houston_Texans
17291	Tight Ends	Mike Mularkey	offensive coaches	1999	Houston_Texans
17292	Offensive Line	Kent Stephenson	offensive coaches	1999	Houston_Texans
17293	Defensive Coordinator	Jim Haslett	strength and conditioning	1999	Houston_Texans
17294	Linebackers	Mike Archer	strength and conditioning	1999	Houston_Texans
17295	Defensive Backs	Tim Lewis	strength and conditioning	1999	Houston_Texans
17296	defensive line	john mitchell	strength and conditioning	1999	Houston_Texans
17297	Special Teams	Jay Hayes	defensive coaches	1999	Houston_Texans
17298	Administrative Assistant	Lou Spanos	defensive coaches	1999	Houston_Texans
17299	administrative assistant	mike miller	defensive coaches	1999	Houston_Texans
17300	Conditioning Coordinator	Chet Fuhrman	special teams coaches	1999	Houston_Texans
17301	Medical Staff	NA	special teams coaches	1999	Houston_Texans
17302	Ophthalmologist	Dr. Randy Beatty	special teams coaches	1999	Houston_Texans
17303	Physician, Orthopedic	Dr. James P. Bradley	special teams coaches	1999	Houston_Texans
17304	Neurological Surgery Consultant	Dr. Joseph Maroon	special teams coaches	1999	Houston_Texans
17305	Physician, M.D.	Dr. Richard Rydze	special teams coaches	1999	Houston_Texans
17306	Physician, Consultant	Dr. Abraham J. Twerski	special teams coaches	1999	Houston_Texans
17307	Physician, M.D.	Dr. Anthony P. Yates	special teams coaches	1999	Houston_Texans
17308	Training Staff	NA	special teams coaches	1999	Houston_Texans
17309	Head Trainer	John Norwig	special teams coaches	1999	Houston_Texans
17310	Assistant Trainer	Ryan Grove	special teams coaches	1999	Houston_Texans
17311	Football Staff	NA	special teams coaches	1999	Houston_Texans
